Company,Location,Date,Time,Rocket,Mission,RocketStatus,MissionStatus,Year,Month,Day,latitude,longitude,Success,RocketFamily
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1961-12-11,09:39:00,Vostok,Zenit-2 nâ Â­1,Retired,Failure,1961,12,11,45.92,63.34,0.0,Vostok
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",1961-12-12,20:40:00,Thor DM-21 Agena-B,Discoverer 36 & Oscar 1,Retired,Success,1961,12,12,34.75,-120.6,1.0,Thor
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",1961-12-21,12:30:00,Cosmos-2I (63S1),DS-1 2,Retired,Failure,1961,12,21,48.567,46.299,0.0,Cosmos-2i
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1961-12-22,19:12:00,Atlas-LV3 Agena-B,Samos 5,Retired,Partial Failure,1961,12,22,34.767,-120.58,0.5,Atlas
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",1962-01-13,21:41:00,Thor DM-21 Agena-B,Discoverer 37,Retired,Failure,1962,1,13,34.75,-120.6,0.0,Thor
US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA",1962-01-24,09:30:00,Thor-DM21 Ablestar,LOFTI-2A & Others,Retired,Failure,1962,1,24,28.448,-80.565,0.0,Thor-dm21
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1962-01-26,20:30:00,Atlas-LV3 Agena-B,Ranger 3,Retired,Partial Failure,1962,1,26,28.491,-80.582,0.5,Atlas
US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA",1962-02-08,12:43:00,Thor DM-19 Delta,TIROS-4,Retired,Success,1962,2,8,28.448,-80.566,1.0,Delta
NASA,"LC-14, Cape Canaveral AFS, Florida, USA",1962-02-20,14:47:00,Atlas-D Mercury,Friendship 7 (MA-6),Retired,Success,1962,2,20,28.491,-80.556,1.0,Atlas
US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",1962-02-21,18:44:00,Thor DM-21 Agena-B,FTV 2301,Retired,Partial Failure,1962,2,21,34.75,-120.6,0.5,Thor
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",1962-02-27,19:39:00,Thor DM-21 Agena-B,Discoverer 38,Retired,Success,1962,2,27,34.75,-120.6,1.0,Thor
US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA",1962-03-07,16:06:00,Thor DM-19 Delta,OSO-1,Retired,Success,1962,3,7,28.448,-80.566,1.0,Delta
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1962-03-07,22:10:00,Atlas-LV3 Agena-B,Samos 6,Retired,Success,1962,3,7,34.767,-120.58,1.0,Atlas
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",1962-03-16,11:59:00,Cosmos-2I (63S1),Kosmos 1,Retired,Success,1962,3,16,48.567,46.299,1.0,Cosmos-2i
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",1962-04-06,17:15:00,Cosmos-2I (63S1),Kosmos 2,Retired,Success,1962,4,6,48.567,46.299,1.0,Cosmos-2i
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1962-04-09,15:04:00,Atlas-LV3 Agena-B,Midas 5,Retired,Success,1962,4,9,34.767,-120.58,1.0,Atlas
US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",1962-04-18,00:54:00,Thor DM-21 Agena-B,Discoverer 39,Retired,Success,1962,4,18,34.75,-120.6,1.0,Thor
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1962-04-23,20:50:00,Atlas-LV3 Agena-B,Ranger 4,Retired,Success,1962,4,23,28.491,-80.582,1.0,Atlas
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",1962-04-24,04:00:00,Cosmos-2I (63S1),Kosmos 3,Retired,Success,1962,4,24,48.567,46.299,1.0,Cosmos-2i
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1962-04-26,10:02:00,Vostok,Kosmos 4,Retired,Success,1962,4,26,45.92,63.34,1.0,Vostok
NASA,"LA-3, Wallops Flight Facility, Virginia, USA",1962-04-26,10:49:00,Scout X-2,Solrad 4B,Retired,Failure,1962,4,26,37.852,-75.485,0.0,Scout
US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA",1962-04-26,18:00:00,Thor DM-19 Delta,Ariel 1,Retired,Success,1962,4,26,28.448,-80.566,1.0,Delta
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1962-04-26,18:56:00,Atlas-LV3 Agena-B,Samos 7,Retired,Success,1962,4,26,34.767,-120.59,1.0,Atlas
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",1962-04-29,00:30:00,Thor DM-21 Agena-B,FTV 1125,Retired,Success,1962,4,29,34.75,-120.6,1.0,Thor
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1962-05-08,19:49:00,Atlas-LV3C Centaur-A,AC-1 (Test Vehicle),Retired,Failure,1962,5,8,28.447,-80.544,0.0,Atlas
US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA",1962-05-10,12:06:00,Thor-DM21 Ablestar,ANNA 1A,Retired,Failure,1962,5,10,28.448,-80.565,0.0,Thor-dm21
US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",1962-05-15,19:36:00,Thor DM-21 Agena-B,FTV 1126,Retired,Success,1962,5,15,34.75,-120.6,1.0,Thor
NASA,"LC-14, Cape Canaveral AFS, Florida, USA",1962-05-24,12:45:00,Atlas-D Mercury,Aurora 7 (MA-7),Retired,Success,1962,5,24,28.491,-80.556,1.0,Atlas
US Air Force,"SLC-5, Vandenberg AFB, California, USA",1962-05-24,Unknown,Scout X-2M,DSAP-1 F1 (Program 35),Retired,Failure,1962,5,24,34.75,-120.6,0.0,Scout
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",1962-05-28,03:00:00,Cosmos-2I (63S1),Kosmos 5,Retired,Success,1962,5,28,48.567,46.299,1.0,Cosmos-2i
US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",1962-05-30,01:00:00,Thor DM-21 Agena-B,FTV 1128,Retired,Success,1962,5,30,34.75,-120.6,1.0,Thor
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1962-06-01,09:37:00,Vostok-2,Zenit-2 nâ Â­3,Retired,Failure,1962,6,1,45.92,63.34,0.0,Vostok
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",1962-06-02,00:31:00,Thor-DM18 Agena-A,FTV 1127 & Oscar 2,Retired,Success,1962,6,2,34.75,-120.6,1.0,Thor-dm18
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1962-06-17,18:14:00,Atlas-LV3 Agena-B,Samos 8,Retired,Success,1962,6,17,34.767,-120.59,1.0,Atlas
US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",1962-06-18,20:20:00,Thor DM-21 Agena-B,FTV 2312,Retired,Success,1962,6,18,34.75,-120.6,1.0,Thor
US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA",1962-06-19,12:19:00,Thor DM-19 Delta,TIROS-5,Retired,Success,1962,6,19,28.448,-80.566,1.0,Delta
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",1962-06-23,00:30:00,Thor DM-21 Agena-B,FTV 1129,Retired,Success,1962,6,23,34.75,-120.6,1.0,Thor
US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",1962-06-28,01:09:00,Thor DM-21 Agena-D,FTV 1151,Retired,Success,1962,6,28,34.75,-120.6,1.0,Thor
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",1962-06-30,16:00:00,Cosmos-2I (63S1),Kosmos 6,Retired,Success,1962,6,30,48.567,46.299,1.0,Cosmos-2i
US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA",1962-07-10,08:35:00,Thor DM-19 Delta,Telstar 1,Retired,Success,1962,7,10,28.448,-80.565,1.0,Delta
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1962-07-18,20:15:00,Atlas-LV3 Agena-B,Samos 9,Retired,Success,1962,7,18,34.767,-120.59,1.0,Atlas
US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",1962-07-21,00:56:00,Thor DM-21 Agena-B,FTV 1130,Retired,Success,1962,7,21,34.75,-120.6,1.0,Thor
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1962-07-22,09:21:00,Atlas-LV3 Agena-B,Mariner 1,Retired,Failure,1962,7,22,28.491,-80.582,0.0,Atlas
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",1962-07-28,00:30:00,Thor DM-21 Agena-B,FTV 1131,Retired,Success,1962,7,28,34.75,-120.6,1.0,Thor
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1962-07-28,09:18:00,Vostok-2,Kosmos 7,Retired,Success,1962,7,28,45.92,63.34,1.0,Vostok
US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",1962-08-02,00:17:00,Thor DM-21 Agena-D,FTV 1152,Retired,Success,1962,8,2,34.75,-120.6,1.0,Thor
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1962-08-05,17:59:00,Atlas-LV3 Agena-B,Samos 10,Retired,Success,1962,8,5,34.767,-120.59,1.0,Atlas
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1962-08-11,08:30:00,Vostok,Vostok 3,Retired,Success,1962,8,11,45.92,63.34,1.0,Vostok
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1962-08-12,08:02:00,Vostok,Vostok 4,Retired,Success,1962,8,12,45.92,63.34,1.0,Vostok
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",1962-08-18,15:00:00,Cosmos-2I (63S1),Kosmos 8,Retired,Success,1962,8,18,48.567,46.299,1.0,Cosmos-2i
US Air Force,"SLC-5, Vandenberg AFB, California, USA",1962-08-23,11:44:00,Scout X-2M,DSAP-1 F2 (Program 35),Retired,Success,1962,8,23,34.75,-120.6,1.0,Scout
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1962-08-25,02:56:00,Molniya,2MV-1 nâ Â­1 (Venera 2),Retired,Failure,1962,8,25,45.92,63.34,0.0,Molniya
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1962-08-27,06:53:00,Atlas-LV3 Agena-B,Mariner 2,Retired,Success,1962,8,27,28.491,-80.582,1.0,Atlas
US Air Force,"SLC-2W, Vandenberg AFB, California, USA",1962-08-29,01:00:00,Thor DM-21 Agena-D,FTV 1153,Retired,Success,1962,8,29,34.754,-120.62,1.0,Thor
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1962-09-01,02:12:00,Molniya,2MV-1 nâ Â­2 (Venera 2),Retired,Failure,1962,9,1,45.92,63.34,0.0,Molniya
US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",1962-09-01,20:39:00,Thor DM-21 Agena-B,FTV 1132,Retired,Success,1962,9,1,34.75,-120.6,1.0,Thor
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1962-09-12,00:59:00,Molniya,2MV-2 nâ Â­1 (Venera 2),Retired,Failure,1962,9,12,45.92,63.34,0.0,Molniya
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",1962-09-17,23:46:00,Thor DM-21 Agena-B,FTV 1133 & ERS-2,Retired,Success,1962,9,17,34.75,-120.6,1.0,Thor
US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA",1962-09-18,08:53:00,Thor DM-19 Delta,TIROS-6,Retired,Success,1962,9,18,28.448,-80.566,1.0,Delta
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1962-09-27,09:40:00,Vostok-2,Kosmos 9,Retired,Success,1962,9,27,45.92,63.34,1.0,Vostok
US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",1962-09-29,06:05:00,Thor DM-21 Agena-B,Alouette 1 & TAVE,Retired,Success,1962,9,29,34.75,-120.6,1.0,Thor
US Air Force,"SLC-2W, Vandenberg AFB, California, USA",1962-09-29,23:34:00,Thor DM-21 Agena-D,FTV 1154,Retired,Success,1962,9,29,34.754,-120.62,1.0,Thor
US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA",1962-10-02,22:11:00,Delta A,Explorer 14,Retired,Success,1962,10,2,28.448,-80.565,1.0,Delta
NASA,"LC-14, Cape Canaveral AFS, Florida, USA",1962-10-03,09:13:00,Atlas-D Mercury,Sigma 7 (MA-8),Retired,Success,1962,10,3,28.491,-80.556,1.0,Atlas
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",1962-10-09,18:35:00,Thor DM-21 Agena-B,FTV 1134,Retired,Success,1962,10,9,34.75,-120.6,1.0,Thor
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1962-10-17,09:00:00,Vostok-2,Kosmos 10,Retired,Success,1962,10,17,45.92,63.34,1.0,Vostok
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1962-10-18,16:59:00,Atlas-LV3 Agena-B,Ranger 5,Retired,Success,1962,10,18,28.491,-80.582,1.0,Atlas
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",1962-10-20,04:00:00,Cosmos-2I (63S1),Kosmos 11,Retired,Success,1962,10,20,48.567,46.299,1.0,Cosmos-2i
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1962-10-24,17:55:00,Molniya,2MV-4 nâ Â­1 (Mars 1),Retired,Failure,1962,10,24,45.92,63.34,0.0,Molniya
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",1962-10-25,07:00:00,Cosmos-2I (63S1),1MS #2,Retired,Failure,1962,10,25,48.567,46.299,0.0,Cosmos-2i
US Air Force,"SLC-2W, Vandenberg AFB, California, USA",1962-10-26,16:14:00,Thor DM-21 Agena-D,STARAD,Retired,Success,1962,10,26,34.754,-120.62,1.0,Thor
US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA",1962-10-27,23:15:00,Delta A,Explorer 15,Retired,Success,1962,10,27,28.448,-80.565,1.0,Delta
US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA",1962-10-31,08:08:00,Thor-DM21 Ablestar,ANNA 1B,Retired,Success,1962,10,31,28.448,-80.566,1.0,Thor-dm21
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1962-11-01,16:14:00,Molniya,Mars 1,Retired,Success,1962,11,1,45.92,63.34,1.0,Molniya
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1962-11-04,15:35:00,Molniya,2MV-3 nâ Â­1 (Mars 2),Retired,Failure,1962,11,4,45.92,63.34,0.0,Molniya
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",1962-11-05,22:04:00,Thor DM-21 Agena-B,FTV 1136,Retired,Success,1962,11,5,34.75,-120.6,1.0,Thor
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1962-11-11,20:17:00,Atlas-LV3 Agena-B,Samos 11,Retired,Success,1962,11,11,34.767,-120.59,1.0,Atlas
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",1962-11-24,22:01:00,Thor DM-21 Agena-B,FTV 1135,Retired,Success,1962,11,24,34.75,-120.6,1.0,Thor
US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",1962-12-04,21:30:00,Thor DM-21 Agena-D,FTV 1155,Retired,Success,1962,12,4,34.75,-120.6,1.0,Thor
US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",1962-12-13,04:07:00,Thor DM-21 Agena-D,Injun 3 & Others,Retired,Success,1962,12,13,34.75,-120.6,1.0,Thor
US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA",1962-12-13,23:30:00,Delta B,Relay 1,Retired,Success,1962,12,13,28.448,-80.566,1.0,Delta
US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",1962-12-14,21:26:00,Thor DM-21 Agena-D,FTV 1156,Retired,Success,1962,12,14,34.75,-120.6,1.0,Thor
NASA,"LA-3, Wallops Flight Facility, Virginia, USA",1962-12-16,14:33:00,Scout X-3,Explorer 16 (S-55B),Retired,Success,1962,12,16,37.852,-75.485,1.0,Scout
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1962-12-17,20:36:00,Atlas-LV3 Agena-B,Midas 6,Retired,Failure,1962,12,17,34.767,-120.58,0.0,Atlas
US Air Force,"SLC-5, Vandenberg AFB, California, USA",1962-12-19,01:25:00,Scout X-3,Transit-5A 1,Retired,Success,1962,12,19,34.75,-120.6,1.0,Scout
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1962-12-22,09:24:00,Vostok-2,Kosmos 12,Retired,Success,1962,12,22,45.92,63.34,1.0,Vostok
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963-01-04,08:49:00,Molniya,E-6 nâ Â­1 (Luna 4),Retired,Failure,1963,1,4,45.92,63.34,0.0,Molniya
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963-02-03,09:29:00,Molniya,E-6 nâ Â­2 (Luna 4),Retired,Failure,1963,2,3,45.92,63.34,0.0,Molniya
US Air Force,"SLC-5, Vandenberg AFB, California, USA",1963-02-19,16:33:00,Scout X-3M,DSAP-1 F3 (Program 35),Retired,Success,1963,2,19,34.75,-120.6,1.0,Scout
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963-03-21,08:30:00,Vostok-2,Kosmos 13,Retired,Success,1963,3,21,45.92,63.34,1.0,Vostok
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963-04-02,08:04:00,Molniya,Luna 4,Retired,Success,1963,4,2,45.92,63.34,1.0,Molniya
US Air Force,"SLC-5, Vandenberg AFB, California, USA",1963-04-05,03:01:00,Scout X-3,Transit-5A 2,Retired,Failure,1963,4,5,34.75,-120.6,0.0,Scout
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",1963-04-06,03:01:00,Cosmos-2I (63S1),DS-P1 #2,Retired,Failure,1963,4,6,48.567,46.299,0.0,Cosmos-2i
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",1963-04-13,11:00:00,Cosmos-2I (63S1),Kosmos 14,Retired,Success,1963,4,13,48.567,46.299,1.0,Cosmos-2i
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963-04-22,08:30:00,Vostok-2,Kosmos 15,Retired,Success,1963,4,22,45.92,63.34,1.0,Vostok
US Air Force,"SLC-5, Vandenberg AFB, California, USA",1963-04-26,Unknown,Scout X-2M,DSAP-1 F4 (Program 35),Retired,Failure,1963,4,26,34.75,-120.6,0.0,Scout
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963-04-28,08:49:00,Vostok-2,Kosmos 16,Retired,Success,1963,4,28,45.92,63.34,1.0,Vostok
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1963-05-09,20:06:00,Atlas-LV3 Agena-B,Midas 7,Retired,Success,1963,5,9,34.767,-120.58,1.0,Atlas
NASA,"LC-14, Cape Canaveral AFS, Florida, USA",1963-05-15,13:04:00,Atlas-D Mercury,Faith 7 (MA-9),Retired,Success,1963,5,15,28.491,-80.556,1.0,Atlas
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",1963-05-22,03:00:00,Cosmos-2I (63S1),Kosmos 17,Retired,Success,1963,5,22,48.567,46.299,1.0,Cosmos-2i
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963-05-24,10:34:00,Vostok-2,Kosmos 18,Retired,Success,1963,5,24,45.92,63.34,1.0,Vostok
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",1963-06-01,Unknown,Cosmos-2I (63S1),DS-MT #1,Retired,Failure,1963,6,1,48.567,46.299,0.0,Cosmos-2i
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1963-06-12,Unknown,Atlas-LV3 Agena-B,Midas 8,Retired,Failure,1963,6,12,34.767,-120.58,0.0,Atlas
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963-06-14,11:58:00,Vostok,Vostok 5,Retired,Success,1963,6,14,45.92,63.34,1.0,Vostok
US Air Force,"SLC-5, Vandenberg AFB, California, USA",1963-06-16,01:49:00,Scout X-3,Transit-5A 3,Retired,Success,1963,6,16,34.75,-120.6,1.0,Scout
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963-06-16,09:29:00,Vostok,Vostok 6,Retired,Success,1963,6,16,45.92,63.34,1.0,Vostok
US Air Force,"SLC-5, Vandenberg AFB, California, USA",1963-06-28,21:19:00,Scout X-4,CRL-1 (GRS),Retired,Success,1963,6,28,34.75,-120.6,1.0,Scout
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963-07-10,10:03:00,Vostok-2,Zenit-2 nâ Â­12,Retired,Failure,1963,7,10,45.92,63.34,0.0,Vostok
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",1963-07-12,20:46:00,Atlas-LV3 Agena-D,KH-7 Gambit 4001,Retired,Success,1963,7,12,34.742,-120.62,1.0,Atlas
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1963-07-19,03:51:00,Atlas-LV3 Agena-B,Midas 9,Retired,Success,1963,7,19,34.767,-120.58,1.0,Atlas
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",1963-08-06,06:00:00,Cosmos-2I (63S1),Kosmos 19,Retired,Success,1963,8,6,48.567,46.299,1.0,Cosmos-2i
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",1963-08-22,06:00:00,Cosmos-2I (63S1),DS-A1 #3,Retired,Failure,1963,8,22,48.567,46.299,0.0,Cosmos-2i
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",1963-09-06,19:30:00,Atlas-LV3 Agena-D,KH-7 Gambit 4002,Retired,Success,1963,9,6,34.742,-120.62,1.0,Atlas
US Air Force,"SLC-5, Vandenberg AFB, California, USA",1963-09-27,11:17:00,Scout X-2B,DSAP-1 F5 (Program 35),Retired,Failure,1963,9,27,34.75,-120.6,0.0,Scout
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1963-10-17,02:37:00,Atlas-LV3 Agena-D,Vela 1A/1B,Retired,Success,1963,10,17,28.49,-80.548,1.0,Atlas
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963-10-18,09:29:00,Vostok-2,Kosmos 20,Retired,Success,1963,10,18,45.92,63.34,1.0,Vostok
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",1963-10-24,04:30:00,Cosmos-2I (63S1),DS-A1 #4,Retired,Failure,1963,10,24,48.567,46.299,0.0,Cosmos-2i
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",1963-10-25,18:59:00,Atlas-LV3 Agena-D,KH-7 Gambit 4003,Retired,Success,1963,10,25,34.742,-120.62,1.0,Atlas
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963-11-01,08:56:00,Poliot,Poliot-1,Retired,Success,1963,11,1,45.92,63.34,1.0,Poliot
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963-11-11,06:23:00,Molniya,Kosmos 21,Retired,Success,1963,11,11,45.92,63.34,1.0,Molniya
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963-11-16,10:34:00,Voskhod,Kosmos 22,Retired,Success,1963,11,16,45.92,63.34,1.0,Voskhod
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1963-11-27,19:03:00,Atlas-LV3C Centaur-B,AC-2 (Test Vehicle),Retired,Success,1963,11,27,28.447,-80.544,1.0,Atlas
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963-11-28,09:19:00,Vostok-2,Zenit-2 nâ Â­14,Retired,Failure,1963,11,28,45.92,63.34,0.0,Vostok
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",1963-12-13,14:15:00,Cosmos-2I (63S1),Kosmos 23,Retired,Success,1963,12,13,48.567,46.299,1.0,Cosmos-2i
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",1963-12-18,21:45:00,Atlas-LV3 Agena-D,KH-7 Gambit 4004,Retired,Success,1963,12,18,34.742,-120.62,1.0,Atlas
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963-12-19,09:28:00,Vostok-2,Kosmos 24,Retired,Success,1963,12,19,45.92,63.34,1.0,Vostok
NASA,"SLC-5, Vandenberg AFB, California, USA",1963-12-19,18:49:00,Scout X-4,Explorer 19 (AD-A),Retired,Success,1963,12,19,34.75,-120.6,1.0,Scout
NASA,"LC-34, Cape Canaveral AFS, Florida, USA",1964-01-29,16:25:00,Saturn I,SA-5,Retired,Success,1964,1,29,28.52,-80.559,1.0,Saturn
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1964-01-30,09:45:00,Vostok,Elektron 1 & 2,Retired,Success,1964,1,30,45.92,63.34,1.0,Vostok
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1964-01-30,15:49:00,Atlas-LV3 Agena-B,Ranger 6,Retired,Success,1964,1,30,28.491,-80.582,1.0,Atlas
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1964-02-19,05:47:00,Molniya,3MV-1 nâ Â­2 (Zond 1),Retired,Failure,1964,2,19,45.92,63.34,0.0,Molniya
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",1964-02-25,18:59:00,Atlas-LV3 Agena-D,KH-7 Gambit 4005,Retired,Success,1964,2,25,34.742,-120.62,1.0,Atlas
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",1964-02-27,13:26:00,Cosmos-2I (63S1),Kosmos 25,Retired,Success,1964,2,27,48.567,46.299,1.0,Cosmos-2i
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",1964-03-11,20:14:00,Atlas-LV3 Agena-D,KH-7 Gambit 4006,Retired,Success,1964,3,11,34.742,-120.62,1.0,Atlas
RVSN USSR,"Mayak-2, Kapustin Yar, Russia",1964-03-18,15:07:00,Cosmos-2I (63S1),Kosmos 26,Retired,Success,1964,3,18,48.567,46.299,1.0,Cosmos-2i
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1964-03-21,08:15:00,Molniya,E-6 nâ Â­6,Retired,Failure,1964,3,21,45.92,63.34,0.0,Molniya
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1964-03-27,03:24:00,Molniya,Kosmos 27,Retired,Partial Failure,1964,3,27,45.92,63.34,0.5,Molniya
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1964-04-02,02:42:00,Molniya,Zond 1,Retired,Success,1964,4,2,45.92,63.34,1.0,Molniya
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1964-04-04,09:45:00,Vostok-2,Kosmos 28,Retired,Success,1964,4,4,45.996,63.565,1.0,Vostok
NASA,"LC-19, Cape Canaveral AFS, Florida, USA",1964-04-08,16:01:00,Titan II GLV,Gemini 1,Retired,Success,1964,4,8,28.508,-80.556,1.0,Titan
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1964-04-12,09:31:00,Poliot,Poliot-2,Retired,Success,1964,4,12,45.92,63.34,1.0,Poliot
